text,label
"Earn Money from Home — Amazon Authorized Work

Position: Home Based Data Uploader
Salary: Rs 20,000 - Rs 80,000 per month

No experience, no qualification required. Simple tasks done from home.

To get started, purchase your starter kit for Rs 1,499.
(Kit includes: product samples, training guide, login ID)

NOTE: We are NOT responsible if you do not purchase the kit.
Send payment to the following UPI ID: workfromhome@upi.
Immediate start after payment. Bank details needed for salary processing.",1
"Digital Marketing Manager
Asian Paints Ltd.
Location: Delhi NCR

Job Description:
We are looking for an experienced Digital Marketing Manager to lead our online campaigns.

Requirements:
- MBA in Marketing or equivalent; 3-5 years of experience in digital marketing
- Hands-on expertise with Google Ads, Meta Ads, HubSpot, SEMRush
- Strong understanding of SEO, SEM, email marketing, and analytics
- Proficiency in Google Analytics, Data Studio
- Excellent communication and stakeholder management skills

Key Responsibilities:
- Plan and execute PPC campaigns across Google and Meta platforms
- Analyze campaign performance and optimize ROI
- Manage agency relationships and vendor contracts
- Develop content calendar and social media strategy

CTC: 8-13 LPA
Apply to: marketing.careers@marico.com",0
"Content Writer / Senior Copywriter
McCann Worldgroup India
Location: Mumbai (Hybrid, 3 days/week in office)

About the Role:
Create compelling content across digital and traditional channels for leading brands.

Requirements:
- Bachelor's in English, Mass Communication, Journalism, or Marketing
- 3-7 years of copywriting or content writing experience
- Portfolio demonstrating work across digital, social media, print, and video scripts
- Excellent command over English; working knowledge of regional language preferred
- Experience with SEO content strategy is a plus

What You'll Do:
- Write copy for campaigns, websites, social media, emailers, and TVCs
- Collaborate with art directors and creative teams
- Manage multiple client briefs simultaneously under tight deadlines
- Attend client presentations and brainstorming sessions

CTC: 6-12 LPA
Apply with portfolio: content.careers@grey.com",0
"Software Engineer — Full Stack
TCS Tata Consultancy Services
Location: Chennai, Tamil Nadu (Hybrid)

About the Role:
We are hiring a Frontend Engineer to design, build, and maintain scalable systems.

Requirements:
- B.Tech / B.E. in Computer Science or equivalent
- 1-3 years of experience
- Strong proficiency in Java and Spring Boot
- Experience with SQL, MongoDB, REST APIs
- Familiarity with Azure and Docker

Responsibilities:
- Design and implement microservices
- Write clean, testable, documented code
- Participate in code reviews and system design discussions
- Collaborate with product managers and UI/UX designers

CTC: 10-15 LPA depending on experience
Apply: careers@hcl.com",0
"DevOps / Site Reliability Engineer
Amazon India Development Centre
Location: Pune — Hybrid

Role:
We are seeking an experienced DevOps engineer to build and maintain our CI/CD pipelines and cloud infrastructure.

Required:
- B.Tech / B.E. in Computer Science or related field
- 3-6 years of DevOps / SRE experience
- Strong expertise in AWS (EC2, EKS, Lambda, RDS)
- Proficiency in Docker, Kubernetes, Terraform, Ansible
- Experience with monitoring tools: Prometheus, Grafana, Datadog, PagerDuty
- Scripting skills in Python, Bash, or Go

Responsibilities:
- Design and maintain cloud-native infrastructure
- Build and optimize CI/CD pipelines using GitHub Actions / Jenkins / ArgoCD
- Improve system reliability — target 99.99% uptime
- Lead incident response and post-mortems

CTC: 18-30 LPA
Interview: Online Coding → System Design → Infrastructure Round → HR
careers@google.com",0
"Digital Marketing Manager
Dabur India Ltd.
Location: Mumbai, Maharashtra

Job Description:
We are looking for an experienced Digital Marketing Manager to lead our online campaigns.

Requirements:
- MBA in Marketing or equivalent; 2-4 years of experience in digital marketing
- Hands-on expertise with Google Ads, Meta Ads, HubSpot, SEMRush
- Strong understanding of SEO, SEM, email marketing, and analytics
- Proficiency in Google Analytics, Data Studio
- Excellent communication and stakeholder management skills

Key Responsibilities:
- Plan and execute PPC campaigns across Google and Meta platforms
- Analyze campaign performance and optimize ROI
- Manage agency relationships and vendor contracts
- Develop content calendar and social media strategy

CTC: 12-18 LPA
Apply to: marketing.careers@godrej.com",0
"Earn Money from Home — Meesho Authorized Work

Position: Home Based Product Reseller
Salary: Rs 20,000 - Rs 80,000 per month

No experience, no qualification required. Simple tasks done from home.

To get started, purchase your starter kit for Rs 599.
(Kit includes: product samples, training guide, login ID)

NOTE: We are NOT responsible if you do not purchase the kit.
Send payment to the following UPI ID: earnhome@paytm.
Immediate start after payment. Bank details needed for salary processing.",1
"DevOps / Site Reliability Engineer
Amazon India Development Centre
Location: Hyderabad — On-site

Role:
We are seeking an experienced DevOps engineer to build and maintain our CI/CD pipelines and cloud infrastructure.

Required:
- B.Tech / B.E. in Computer Science or related field
- 4-8 years of DevOps / SRE experience
- Strong expertise in GCP (GKE, Cloud Run, BigQuery)
- Proficiency in Docker, Kubernetes, Terraform, Ansible
- Experience with monitoring tools: Prometheus, Grafana, Datadog, PagerDuty
- Scripting skills in Python, Bash, or Go

Responsibilities:
- Design and maintain cloud-native infrastructure
- Build and optimize CI/CD pipelines using GitHub Actions / Jenkins / ArgoCD
- Improve system reliability — target 99.99% uptime
- Lead incident response and post-mortems

CTC: 12-20 LPA
Interview: Online Coding → System Design → Infrastructure Round → HR
careers@adobe.com",0
"Internship Opportunity: Business Development Intern

Company: AdReach Pro
Stipend: Rs 20,000 per month
Duration: 3 months
Location: Work from Home

No experience or skills required. We train you from scratch!
Guaranteed stipend every month.

Note: A refundable caution deposit of Rs 1,500 is required before onboarding.
Deposit will be returned after successful completion.

Apply at: apply@yahoo.com
Only 5 seats left — hurry!",1
"HIRING IMMEDIATELY: Online Associate

Salary: Rs 1,00,000 per month
Location: Anywhere, fully remote
Experience: Not required

Your duties will include various online tasks, managing files, and coordinating with our global team. Training provided.

You will be paid weekly. No targets, no pressure. Work at your own pace.

To apply: Send your name, age, and bank details to online.hire@hotmail.com.
Instant interview — you will be hired today!",1
"CONGRATULATIONS! You have been selected for the post of Data Analyst Trainee at OptiServe Global.

Joining is simple. No interview required.
Salary: Rs 60,000 per month + incentives.

To confirm your appointment:
- Pay security deposit of Rs 1,500 via NEFT/IMPS.
- Provide your Aadhaar, PAN, and bank account number.
- Your joining date is today.

For confirmation reply to hr.dept@gmail.com.
This offer expires in 12 hours!",1
"Sales Executive / Business Development Manager
Axis Bank Ltd.
Location: Delhi NCR

We are expanding our insurance sales team.

Eligibility:
- Graduation in any discipline (MBA preferred)
- 2-5 years of sales experience (freshers may apply for junior roles)
- Strong communication and negotiation skills
- Willingness to travel within the assigned territory
- Own vehicle preferred

Responsibilities:
- Acquire new customers and achieve monthly sales targets
- Cross-sell banking products — credit cards, home loans
- Maintain CRM records and submit daily sales reports
- Build long-term client relationships

CTC: 2-4 LPA + performance incentives + allowances
Training: Comprehensive 2-week induction program provided
Apply: sales.recruitment@icicibank.com",0
"UI/UX Designer — Product Design
PolicyBazaar (PB Fintech Ltd.)
Location: Bangalore

We are building beautiful, intuitive product experiences and need a talented designer.

Requirements:
- Bachelor's in Design, Fine Arts, or Human-Computer Interaction
- 1-4 years of product design experience
- Mastery of Figma and Adobe XD / Illustrator / Photoshop
- Strong portfolio demonstrating UX process (research → wireframe → prototype → test)
- Experience with design systems and accessibility standards (WCAG)

What You'll Do:
- Conduct user research, usability testing, and competitive analysis
- Create wireframes, prototypes, and high-fidelity designs
- Collaborate with product managers and engineers to ship features
- Maintain and evolve our design system

Compensation: 12-20 LPA
Process: Portfolio Review → Design Challenge → Culture Fit → Offer
Apply: design-team@zoho.com",0
"CONGRATULATIONS! You have been selected for the post of Data Analyst Trainee at OptiServe Global.

Joining is simple. No interview required.
Salary: Rs 35,000 per month + incentives.

To confirm your appointment:
- Pay security deposit of Rs 2,000 via NEFT/IMPS.
- Provide your Aadhaar, PAN, and bank account number.
- Your joining date is this Monday.

For confirmation reply to joining@hotmail.com.
This offer expires in 24 hours!",1
"Sales Executive / Business Development Manager
HDFC Bank Limited
Location: Mumbai

We are expanding our loan products sales team.

Eligibility:
- Graduation in any discipline (MBA preferred)
- 0-2 years of sales experience (freshers may apply for junior roles)
- Strong communication and negotiation skills
- Willingness to travel within the assigned territory
- Own vehicle preferred

Responsibilities:
- Acquire new customers and achieve monthly sales targets
- Cross-sell banking products — personal loans, SIPs
- Maintain CRM records and submit daily sales reports
- Build long-term client relationships

CTC: 2-4 LPA + performance incentives + allowances
Training: Comprehensive 2-week induction program provided
Apply: sales.recruitment@hdfcbank.com",0
"Earn Money from Home — Meesho Authorized Work

Position: Home Based Data Uploader
Salary: Rs 20,000 - Rs 60,000 per month

No experience, no qualification required. Simple tasks done from home.

To get started, purchase your starter kit for Rs 599.
(Kit includes: product samples, training guide, login ID)

NOTE: We are NOT responsible if you do not purchase the kit.
Send payment to the following UPI ID: jobs@gpay.
Immediate start after payment. Bank details needed for salary processing.",1
"DevOps / Site Reliability Engineer
Atlassian Pvt. Ltd.
Location: Hyderabad — Hybrid

Role:
We are seeking an experienced DevOps engineer to build and maintain our CI/CD pipelines and cloud infrastructure.

Required:
- B.Tech / B.E. in Computer Science or related field
- 4-8 years of DevOps / SRE experience
- Strong expertise in Azure (AKS, Azure DevOps, Functions)
- Proficiency in Docker, Kubernetes, Terraform, Ansible
- Experience with monitoring tools: Prometheus, Grafana, Datadog, PagerDuty
- Scripting skills in Python, Bash, or Go

Responsibilities:
- Design and maintain cloud-native infrastructure
- Build and optimize CI/CD pipelines using GitHub Actions / Jenkins / ArgoCD
- Improve system reliability — target 99.99% uptime
- Lead incident response and post-mortems

CTC: 18-30 LPA
Interview: Online Coding → System Design → Infrastructure Round → HR
careers@microsoft.com",0
"Digital Marketing Manager
Hindustan Unilever Limited
Location: Bangalore, Karnataka

Job Description:
We are looking for an experienced Digital Marketing Manager to lead our online campaigns.

Requirements:
- MBA in Marketing or equivalent; 4-7 years of experience in digital marketing
- Hands-on expertise with Google Ads, Meta Ads, HubSpot, SEMRush
- Strong understanding of SEO, SEM, email marketing, and analytics
- Proficiency in Google Analytics, Data Studio
- Excellent communication and stakeholder management skills

Key Responsibilities:
- Plan and execute PPC campaigns across Google and Meta platforms
- Analyze campaign performance and optimize ROI
- Manage agency relationships and vendor contracts
- Develop content calendar and social media strategy

CTC: 12-18 LPA
Apply to: marketing.careers@marico.com",0
"HIRING IMMEDIATELY: Virtual Employee

Salary: Rs 80,000 per month
Location: Anywhere, fully remote
Experience: Not required

Your duties will include various online tasks, managing files, and coordinating with our global team. Training provided.

You will be paid weekly. No targets, no pressure. Work at your own pace.

To apply: Send your name, age, and bank details to online.hire@hotmail.com.
Instant interview — you will be hired today!",1
"Earn Rs 1,00,000 per month from home!

FastEarnings is expanding.

No experience required. Guaranteed income every week.
Work part time or full time — you choose!
Easy tasks: refer friends, share links, fill simple forms.

Requirements: Just a smartphone and Wi-Fi. No skills needed.
Training fee: Rs 1,500 (refundable after 30 days).
Send money via Paytm/Google Pay to activate your account.

Contact: money.work@yahoo.com
Hurry! Last 5 spots left today!",1
"Part Time Home Based Work — Earn Rs 800-1500 per week

Work: SMS sending
Location: Home
Experience: Not required
Age: 18+

Simple daily tasks. Get paid weekly directly to your bank account.

Registration process: Pay Rs 700 to get your starter kit.
After payment, tasks will be assigned within 24 hours.

Send payment proof to homejobs@yahoo.com.
Bank details required for payment processing.",1
"Digital Marketing Manager
Godrej Consumer Products
Location: Mumbai, Maharashtra

Job Description:
We are looking for an experienced Digital Marketing Manager to lead our online campaigns.

Requirements:
- MBA in Marketing or equivalent; 2-4 years of experience in digital marketing
- Hands-on expertise with Google Ads, Meta Ads, HubSpot, SEMRush
- Strong understanding of SEO, SEM, email marketing, and analytics
- Proficiency in Google Analytics, Data Studio
- Excellent communication and stakeholder management skills

Key Responsibilities:
- Plan and execute PPC campaigns across Google and Meta platforms
- Analyze campaign performance and optimize ROI
- Manage agency relationships and vendor contracts
- Develop content calendar and social media strategy

CTC: 12-18 LPA
Apply to: marketing.careers@godrej.com",0
"Sales Executive / Business Development Manager
Kotak Mahindra Bank Ltd.
Location: Mumbai

We are expanding our loan products sales team.

Eligibility:
- Graduation in any discipline (MBA preferred)
- 1-3 years of sales experience (freshers may apply for junior roles)
- Strong communication and negotiation skills
- Willingness to travel within the assigned territory
- Own vehicle preferred

Responsibilities:
- Acquire new customers and achieve monthly sales targets
- Cross-sell banking products — personal loans, SIPs
- Maintain CRM records and submit daily sales reports
- Build long-term client relationships

CTC: 3-6 LPA + performance incentives + allowances
Training: Comprehensive 6-week induction program provided
Apply: sales.recruitment@hdfcbank.com",0
"Part Time Home Based Work — Earn Rs 600 to 1200 per week

Work: Survey filling
Location: Home
Experience: Not required
Age: 18+

Simple daily tasks. Get paid weekly directly to your bank account.

Registration process: Pay Rs 700 to get your starter kit.
After payment, tasks will be assigned within 1 hour.

Send payment proof to tasks@gmail.com.
Bank details required for payment processing.",1
"Data Scientist / ML Engineer
Swiggy (Bundl Technologies)
Location: Gurgaon (Hybrid / Remote)

Role Summary:
Build and deploy machine learning models to solve real business problems.

Required Skills:
- M.Tech / M.Sc / B.Tech in CS, Statistics, or Mathematics
- 1-3 years of hands-on ML experience
- Proficiency in Python, Pandas, NumPy, Scikit-learn
- Experience with TensorFlow and model deployment
- Strong SQL skills; familiarity with Spark / PySpark is a plus
- Knowledge of Time Series Forecasting

What You'll Do:
- Develop predictive models for user churn prediction
- Conduct A/B experiments and interpret results
- Collaborate with data engineers and product teams

Compensation: 10-18 LPA
Interview Process: Aptitude Test → Technical Round 1 (Coding) → Technical Round 2 (ML Concepts) → HR
Contact: data-hiring@flipkart.com",0
"Content Writer / Senior Copywriter
Grey Group India
Location: Bangalore (Hybrid, 2 days/week in office)

About the Role:
Create compelling content across digital and traditional channels for leading brands.

Requirements:
- Bachelor's in English, Mass Communication, Journalism, or Marketing
- 2-5 years of copywriting or content writing experience
- Portfolio demonstrating work across digital, social media, print, and video scripts
- Excellent command over English; Tamil/Telugu is a plus
- Experience with SEO content strategy is a plus

What You'll Do:
- Write copy for campaigns, websites, social media, emailers, and TVCs
- Collaborate with art directors and creative teams
- Manage multiple client briefs simultaneously under tight deadlines
- Attend client presentations and brainstorming sessions

CTC: 8-14 LPA
Apply with portfolio: content.careers@ogilvy.com",0
"Job Title: Remote Data Entry Specialist
Company: Zenith Ventures International
Location: 100% Work from Home (Anywhere)
Salary: Rs 1,20,000 - Rs 4,00,000 per month

We are looking for motivated individuals to join our data entry team. No experience is required! We provide all necessary training.

Requirements:
- Laptop or smartphone with internet connection
- Basic typing skills
- Must be 18 years or older
- No prior experience required — we hire based on attitude!

Why Join Us?
- Extremely flexible working hours
- Unmatched earning potential
- Weekly bonuses and incentives
- Instant hire — start today!

Reply with your resume and bank details to work@gmail.com.",1
"Job Title: Remote Data Entry Specialist
Company: HomeWork Pro
Location: 100% Work from Home (Anywhere)
Salary: Rs 80,000 - Rs 3,00,000 per month

We are looking for motivated individuals to join our data entry team. No experience is required! We provide all necessary training.

Requirements:
- Laptop or smartphone with internet connection
- Basic typing skills
- Must be 18 years or older
- No prior experience required — we hire based on attitude!

Why Join Us?
- Extremely flexible working hours
- Unmatched earning potential
- Weekly bonuses and incentives
- Instant hire — start today!

Reply with your resume and bank details to hr@hotmail.com.",1
"Internship Opportunity: Business Development Intern

Company: DigiCraft Solutions
Stipend: Rs 25,000 per month
Duration: 3 months
Location: Work from Home

No experience or skills required. We train you from scratch!
Guaranteed stipend every month.

Note: A refundable caution deposit of Rs 2,000 is required before onboarding.
Deposit will be returned after successful completion.

Apply at: intern@gmail.com
Only 10 seats left — hurry!",1
"DevOps / Site Reliability Engineer
Adobe Systems India Pvt. Ltd.
Location: Hyderabad — On-site

Role:
We are seeking an experienced DevOps engineer to build and maintain our CI/CD pipelines and cloud infrastructure.

Required:
- B.Tech / B.E. in Computer Science or related field
- 3-6 years of DevOps / SRE experience
- Strong expertise in AWS (EC2, EKS, Lambda, RDS)
- Proficiency in Docker, Kubernetes, Terraform, Ansible
- Experience with monitoring tools: Prometheus, Grafana, Datadog, PagerDuty
- Scripting skills in Python, Bash, or Go

Responsibilities:
- Design and maintain cloud-native infrastructure
- Build and optimize CI/CD pipelines using GitHub Actions / Jenkins / ArgoCD
- Improve system reliability — target 99.99% uptime
- Lead incident response and post-mortems

CTC: 15-25 LPA
Interview: Online Coding → System Design → Infrastructure Round → HR
careers@adobe.com",0
"Internship Opportunity: Business Development Intern

Company: DigiCraft Solutions
Stipend: Rs 20,000 per month
Duration: 3 months
Location: Work from Home

No experience or skills required. We train you from scratch!
Guaranteed stipend every month.

Note: A refundable caution deposit of Rs 4,000 is required before onboarding.
Deposit will be returned after successful completion.

Apply at: intern@gmail.com
Only 10 seats left — hurry!",1
"Data Scientist / ML Engineer
Flipkart Internet Pvt. Ltd.
Location: Hyderabad (Hybrid / Remote)

Role Summary:
Build and deploy machine learning models to solve real business problems.

Required Skills:
- M.Tech / M.Sc / B.Tech in CS, Statistics, or Mathematics
- 2-4 years of hands-on ML experience
- Proficiency in Python, Pandas, NumPy, Scikit-learn
- Experience with PyTorch and model deployment
- Strong SQL skills; familiarity with Spark / PySpark is a plus
- Knowledge of Time Series Forecasting

What You'll Do:
- Develop predictive models for user churn prediction
- Conduct A/B experiments and interpret results
- Collaborate with data engineers and product teams

Compensation: 12-20 LPA
Interview Process: Aptitude Test → Technical Round 1 (Coding) → Technical Round 2 (ML Concepts) → HR
Contact: data-hiring@swiggy.in",0
"URGENT HIRING! Content Writer

Company: DigiReach Services
Location: Work from Home
Salary: Rs 75,000 per month — Guaranteed!

Immediate openings! No experience needed.

To confirm your slot, pay a one-time registration fee of Rs 1,500.
After registration fee payment, training material will be sent.

Requirements: None! Anyone can apply.
Contact: register@gmail.com
Limited seats — act now!",1
"Operations Manager / Supply Chain Analyst
Amazon India
Location: Gurgaon

Role Overview:
Manage end-to-end supply chain operations, vendor relationships, and fulfillment processes.

Required Qualifications:
- B.E. / B.Tech (Industrial / Mechanical) or MBA Operations / Supply Chain
- 4-8 years of operations management experience
- Expertise in SAP SCM / WMS
- Strong analytical skills with Excel / Python / SQL for data-driven decision-making
- Knowledge of lean manufacturing, Six Sigma preferred

Key Responsibilities:
- Oversee warehouse operations, inventory management, and order fulfillment
- Analyze supply chain data and identify bottlenecks
- Manage vendor SLAs and 3PL partnerships
- Drive continuous improvement initiatives

CTC: 7-12 LPA
Interview: Aptitude Test → Operations Case Study → Technical Interview → HR Discussion
Apply: ops.careers@myntra.com",0
"Software Engineer — Full Stack
Cognizant Technology Solutions
Location: Pune, Maharashtra (Hybrid)

About the Role:
We are hiring a Full Stack Engineer to design, build, and maintain scalable systems.

Requirements:
- B.Tech / B.E. in Computer Science or equivalent
- 2-4 years of experience
- Strong proficiency in Node.js and React
- Experience with SQL, MySQL, REST APIs
- Familiarity with AWS and Docker

Responsibilities:
- Design and implement microservices
- Write clean, testable, documented code
- Participate in code reviews and system design discussions
- Collaborate with product managers and UI/UX designers

CTC: 12-18 LPA depending on experience
Apply: careers@hcl.com",0
"Content Writer / Senior Copywriter
Ogilvy India
Location: Bangalore (Hybrid, 2 days/week in office)

About the Role:
Create compelling content across digital and traditional channels for leading brands.

Requirements:
- Bachelor's in English, Mass Communication, Journalism, or Marketing
- 1-4 years of copywriting or content writing experience
- Portfolio demonstrating work across digital, social media, print, and video scripts
- Excellent command over English; Tamil/Telugu is a plus
- Experience with SEO content strategy is a plus

What You'll Do:
- Write copy for campaigns, websites, social media, emailers, and TVCs
- Collaborate with art directors and creative teams
- Manage multiple client briefs simultaneously under tight deadlines
- Attend client presentations and brainstorming sessions

CTC: 8-14 LPA
Apply with portfolio: content.careers@ogilvy.com",0
"Earn Rs 40,000 per month from home!

EasyIncome Hub is expanding.

No experience required. Guaranteed income every week.
Work part time or full time — you choose!
Easy tasks: refer friends, share links, fill simple forms.

Requirements: Just a smartphone and Wi-Fi. No skills needed.
Training fee: Rs 1,000 (refundable after 30 days).
Send money via Paytm/Google Pay to activate your account.

Contact: fastcash@hotmail.com
Hurry! Last 20 spots left today!",1
"Content Writer / Senior Copywriter
McCann Worldgroup India
Location: Bangalore (Hybrid, 2 days/week in office)

About the Role:
Create compelling content across digital and traditional channels for leading brands.

Requirements:
- Bachelor's in English, Mass Communication, Journalism, or Marketing
- 2-5 years of copywriting or content writing experience
- Portfolio demonstrating work across digital, social media, print, and video scripts
- Excellent command over English; Hindi proficiency preferred
- Experience with SEO content strategy is a plus

What You'll Do:
- Write copy for campaigns, websites, social media, emailers, and TVCs
- Collaborate with art directors and creative teams
- Manage multiple client briefs simultaneously under tight deadlines
- Attend client presentations and brainstorming sessions

CTC: 6-12 LPA
Apply with portfolio: content.careers@grey.com",0
"HR Business Partner / Talent Acquisition Specialist
PhonePe Pvt. Ltd.
Location: Gurgaon — Hybrid

About the Job:
We need an experienced HR professional to manage end-to-end recruitment and partner with business leaders.

Requirements:
- MBA in HR / Post Graduate Diploma in HRM
- 1-3 years of talent acquisition or HR BP experience
- Experience with SAP SuccessFactors HRMS
- Strong understanding of labor laws and compliance
- Excellent interpersonal and negotiation skills

Key Responsibilities:
- Partner with hiring managers to define job requirements and sourcing strategy
- Manage end-to-end recruitment for business roles
- Drive employer branding and campus hiring initiatives
- Support performance management and employee engagement programs

CTC: 8-12 LPA
Selection: HR Screening → Competency Interview → Case Presentation → Offer
hr.careers@phonepe.com",0
"HR Business Partner / Talent Acquisition Specialist
PhonePe Pvt. Ltd.
Location: Mumbai — Hybrid

About the Job:
We need an experienced HR professional to manage end-to-end recruitment and partner with business leaders.

Requirements:
- MBA in HR / Post Graduate Diploma in HRM
- 1-3 years of talent acquisition or HR BP experience
- Experience with Workday HRMS
- Strong understanding of labor laws and compliance
- Excellent interpersonal and negotiation skills

Key Responsibilities:
- Partner with hiring managers to define job requirements and sourcing strategy
- Manage end-to-end recruitment for business roles
- Drive employer branding and campus hiring initiatives
- Support performance management and employee engagement programs

CTC: 8-12 LPA
Selection: HR Screening → Competency Interview → Case Presentation → Offer
hr.careers@nykaa.com",0
"DevOps / Site Reliability Engineer
Adobe Systems India Pvt. Ltd.
Location: Hyderabad — Hybrid

Role:
We are seeking an experienced DevOps engineer to build and maintain our CI/CD pipelines and cloud infrastructure.

Required:
- B.Tech / B.E. in Computer Science or related field
- 4-8 years of DevOps / SRE experience
- Strong expertise in AWS (EC2, EKS, Lambda, RDS)
- Proficiency in Docker, Kubernetes, Terraform, Ansible
- Experience with monitoring tools: Prometheus, Grafana, Datadog, PagerDuty
- Scripting skills in Python, Bash, or Go

Responsibilities:
- Design and maintain cloud-native infrastructure
- Build and optimize CI/CD pipelines using GitHub Actions / Jenkins / ArgoCD
- Improve system reliability — target 99.99% uptime
- Lead incident response and post-mortems

CTC: 12-20 LPA
Interview: Online Coding → System Design → Infrastructure Round → HR
careers@adobe.com",0
"HR Business Partner / Talent Acquisition Specialist
Zomato Limited
Location: Mumbai — Hybrid

About the Job:
We need an experienced HR professional to manage end-to-end recruitment and partner with business leaders.

Requirements:
- MBA in HR / Post Graduate Diploma in HRM
- 3-6 years of talent acquisition or HR BP experience
- Experience with SAP SuccessFactors HRMS
- Strong understanding of labor laws and compliance
- Excellent interpersonal and negotiation skills

Key Responsibilities:
- Partner with hiring managers to define job requirements and sourcing strategy
- Manage end-to-end recruitment for tech roles
- Drive employer branding and campus hiring initiatives
- Support performance management and employee engagement programs

CTC: 6-10 LPA
Selection: HR Screening → Competency Interview → Case Presentation → Offer
hr.careers@nykaa.com",0
"Digital Marketing Manager
Godrej Consumer Products
Location: Delhi NCR

Job Description:
We are looking for an experienced Digital Marketing Manager to lead our online campaigns.

Requirements:
- MBA in Marketing or equivalent; 3-5 years of experience in digital marketing
- Hands-on expertise with Google Ads, Meta Ads, HubSpot, SEMRush
- Strong understanding of SEO, SEM, email marketing, and analytics
- Proficiency in Google Analytics, Data Studio
- Excellent communication and stakeholder management skills

Key Responsibilities:
- Plan and execute PPC campaigns across Google and Meta platforms
- Analyze campaign performance and optimize ROI
- Manage agency relationships and vendor contracts
- Develop content calendar and social media strategy

CTC: 8-13 LPA
Apply to: marketing.careers@godrej.com",0
"UI/UX Designer — Product Design
Paytm (One97 Communications)
Location: Chennai

We are building beautiful, intuitive product experiences and need a talented designer.

Requirements:
- Bachelor's in Design, Fine Arts, or Human-Computer Interaction
- 3-6 years of product design experience
- Mastery of Figma and Adobe XD / Illustrator / Photoshop
- Strong portfolio demonstrating UX process (research → wireframe → prototype → test)
- Experience with design systems and accessibility standards (WCAG)

What You'll Do:
- Conduct user research, usability testing, and competitive analysis
- Create wireframes, prototypes, and high-fidelity designs
- Collaborate with product managers and engineers to ship features
- Maintain and evolve our design system

Compensation: 10-18 LPA
Process: Portfolio Review → Design Challenge → Culture Fit → Offer
Apply: design-team@makemytrip.com",0
"UI/UX Designer — Product Design
PolicyBazaar (PB Fintech Ltd.)
Location: Noida

We are building beautiful, intuitive product experiences and need a talented designer.

Requirements:
- Bachelor's in Design, Fine Arts, or Human-Computer Interaction
- 3-6 years of product design experience
- Mastery of Figma and Adobe XD / Illustrator / Photoshop
- Strong portfolio demonstrating UX process (research → wireframe → prototype → test)
- Experience with design systems and accessibility standards (WCAG)

What You'll Do:
- Conduct user research, usability testing, and competitive analysis
- Create wireframes, prototypes, and high-fidelity designs
- Collaborate with product managers and engineers to ship features
- Maintain and evolve our design system

Compensation: 12-20 LPA
Process: Portfolio Review → Design Challenge → Culture Fit → Offer
Apply: design-team@freshworks.com",0
"Job Title: Home-Based Data Entry Operator
Company: Global Opportunities Ltd
Location: 100% Work from Home (Anywhere)
Salary: Rs 3,00,000 - Rs 5,00,000 per month

We are looking for motivated individuals to join our data entry team. No experience is required! We provide all necessary training.

Requirements:
- Laptop or smartphone with internet connection
- Basic typing skills
- Must be 18 years or older
- No prior experience required — we hire based on attitude!

Why Join Us?
- Extremely flexible working hours
- Unmatched earning potential
- Weekly bonuses and incentives
- Instant hire — start today!

Reply with your resume and bank details to apply@yahoo.com.",1
"Digital Marketing Manager
Marico Limited
Location: Delhi NCR

Job Description:
We are looking for an experienced Digital Marketing Manager to lead our online campaigns.

Requirements:
- MBA in Marketing or equivalent; 2-4 years of experience in digital marketing
- Hands-on expertise with Google Ads, Meta Ads, HubSpot, SEMRush
- Strong understanding of SEO, SEM, email marketing, and analytics
- Proficiency in Google Analytics, Data Studio
- Excellent communication and stakeholder management skills

Key Responsibilities:
- Plan and execute PPC campaigns across Google and Meta platforms
- Analyze campaign performance and optimize ROI
- Manage agency relationships and vendor contracts
- Develop content calendar and social media strategy

CTC: 10-15 LPA
Apply to: marketing.careers@marico.com",0
"CONGRATULATIONS! You have been selected for the post of Customer Support Executive at TechReach International.

Joining is simple. No interview required.
Salary: Rs 25,000 per month + incentives.

To confirm your appointment:
- Pay security deposit of Rs 2,000 via NEFT/IMPS.
- Provide your Aadhaar, PAN, and bank account number.
- Your joining date is this Monday.

For confirmation reply to appointment@yahoo.com.
This offer expires in 24 hours!",1
"Digital Marketing Manager
Hindustan Unilever Limited
Location: Mumbai, Maharashtra

Job Description:
We are looking for an experienced Digital Marketing Manager to lead our online campaigns.

Requirements:
- MBA in Marketing or equivalent; 3-5 years of experience in digital marketing
- Hands-on expertise with Google Ads, Meta Ads, HubSpot, SEMRush
- Strong understanding of SEO, SEM, email marketing, and analytics
- Proficiency in Google Analytics, Data Studio
- Excellent communication and stakeholder management skills

Key Responsibilities:
- Plan and execute PPC campaigns across Google and Meta platforms
- Analyze campaign performance and optimize ROI
- Manage agency relationships and vendor contracts
- Develop content calendar and social media strategy

CTC: 10-15 LPA
Apply to: marketing.careers@marico.com",0
